Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Gender,Country,Timestamp
78.76,32.0,53700.57,108.17,Up-sized next generation architecture,New Denisebury,Female,Netherlands Antilles,2016-03-08 05:48:20
85.84,23.0,40135.06,238.63,Managed upward-trending instruction set,Hollandberg,Male,Kuwait,2016-03-15 11:25:48
65.07,53.0,46422.76,167.42,Secured 24hour policy,Michelleside,Female,Barbados,2016-06-15 05:43:02
60.23,33.0,70203.74,195.69,Polarized tangible collaboration,Perezland,Female,Bahamas,2016-01-08 08:08:47
73.1,45.0,40478.83,202.34,Adaptive uniform capability,Youngburgh,Male,Spain,2016-02-01 09:00:55
70.2,26.0,45716.48,141.89,Secured intermediate approach,North Christopher,Male,Christmas Island,2016-01-26 03:56:18
62.42,34.0,63107.88,233.36,Customer-focused multi-tasking Internet solution,Lake Jasonchester,Female,Bosnia and Herzegovina,2016-07-07 13:37:34
66.4,46.0,62466.1,233.36,Implemented asynchronous application,Robertstown,Female,Barbados,2016-07-07 13:37:34
48.22,40.0,47357.39,182.11,Seamless intangible secured line,Ashleymouth,Female,Bahamas,2016-06-09 21:43:05
72.03,33.0,73608.99,230.36,Focused multimedia implementation,New Teresa,Male,Saint Lucia,2016-04-21 20:29:35
44.98,29.0,51049.47,238.63,Function-based fault-tolerant model,Port Julie,Male,Thailand,2016-01-22 12:58:14
48.22,40.0,37908.29,182.11,Seamless intangible secured line,Taylormouth,Female,Bahamas,2016-01-08 08:08:47
80.22,30.0,60372.64,136.4,Integrated 3rdgeneration monitoring,New Tyler,Female,Bolivia,2016-02-04 03:10:17
53.14,53.0,69456.83,119.47,Mandatory disintermediate utilization,East Kevinbury,Male,Barbados,2016-05-12 12:11:12
48.22,24.0,64008.55,195.69,Profit-focused secondary portal,Perezland,Female,Bahamas,2016-06-24 21:09:58
37.0,31.0,70495.64,212.67,Universal incremental array,Lake Adrian,Male,Hong Kong,2016-06-07 01:29:06
35.49,50.0,65791.17,250.2,Assimilated fault-tolerant hub,Danielview,Male,Cyprus,2016-01-04 21:48:38
79.82,55.0,43450.11,135.67,Cross-group systemic customer loyalty,West Wendyland,Male,Belarus,2016-03-23 21:06:51
41.73,25.0,70783.94,191.82,Upgradable heuristic system engine,West Wendyland,Male,Marshall Islands,2016-03-24 06:36:52
75.84,44.0,51868.85,159.69,Automated web-enabled migration,East Jessefort,Female,Bahamas,2016-06-20 08:22:09
39.85,26.0,58996.56,182.65,Ameliorated local workforce,Port Calvintown,Male,Guinea-Bissau,2016-03-14 06:46:14
55.6,30.0,57594.7,162.05,Focused high-level frame,Michaelmouth,Male,Tokelau,2016-02-11 17:02:07
50.32,40.0,64147.86,182.11,Seamless intangible secured line,Ashleymouth,Female,Bahamas,2016-06-09 21:43:05
70.92,23.0,47929.83,210.87,Compatible intangible customer loyalty,Olsonstad,Male,Tokelau,2016-02-11 17:02:07
78.76,30.0,70547.16,105.69,Integrated 3rdgeneration monitoring,New Tyler,Female,Bolivia,2016-02-04 03:10:17
68.95,30.0,55499.69,162.05,Stand-alone national attitude,Olsonstad,Male,Cameroon,2016-02-11 17:02:07
76.44,37.0,45716.48,151.93,Switchable 3rdgeneration hub,West Joseph,Male,Turkmenistan,2016-06-05 21:38:22
54.37,28.0,45716.48,196.83,Compatible systemic function,New Darlene,Female,Poland,2016-02-03 23:47:56
78.76,35.0,41768.13,148.61,Reactive impactful challenge,North Kennethside,Female,Bolivia,2016-04-24 01:48:21
75.42,26.0,72683.35,182.65,Focused multi-state workforce,Suzannetown,Male,Cuba,2016-04-18 21:07:28
37.01,52.0,50628.31,176.7,Organic leadingedge secured line,West Rhondamouth,Male,Turkmenistan,2016-03-21 11:02:49
89.66,34.0,77220.42,221.53,Vision-oriented methodical support,Jeremyshire,Male,Micronesia,2016-02-16 07:37:28
42.44,22.0,46179.97,182.65,Business-focused value-added definition,West Barbara,Male,Dominican Republic,2016-02-14 17:05:15
83.4,34.0,58909.36,124.85,Phased dynamic customer loyalty,Edwardsport,Female,Senegal,2016-05-05 09:28:36
60.7,52.0,46473.14,172.83,Automated web-enabled migration,West Rhondamouth,Female,Bulgaria,2016-03-21 11:02:49
39.85,26.0,72683.35,182.65,Focused multi-state workforce,Lake Jonathanview,Male,Zimbabwe,2016-04-18 21:07:28
42.44,41.0,66359.32,131.72,Managed well-modulated collaboration,North Regina,Female,United States of America,2016-02-26 06:00:16
41.73,25.0,43450.11,191.82,Upgradable heuristic system engine,Erikville,Male,Marshall Islands,2016-02-16 18:21:36
78.41,46.0,73608.99,132.38,Cross-group regional website,East Breannafurt,Male,Barbados,2016-04-24 13:42:15
76.44,42.0,59419.78,123.28,Public-key disintermediate emulation,Port Beth,Male,Faroe Islands,2016-04-21 12:34:28
60.23,31.0,60465.72,228.78,Extended local methodology,Odomville,Female,Cambodia,2016-03-09 02:07:17
45.08,46.0,71718.51,124.85,Enhanced systematic adapter,East Breannafurt,Female,Barbados,2016-02-11 02:40:02
80.29,31.0,58820.16,120.25,Integrated grid-enabled budgetary management,Odomville,Female,Hong Kong,2016-04-06 11:24:21
41.49,32.0,60188.38,108.17,Up-sized next generation architecture,New Denisebury,Female,Afghanistan,2016-07-06 23:09:07
37.65,32.0,50337.93,148.61,Down-sized background groupware,New Denisebury,Female,Afghanistan,2016-03-17 22:24:02
81.37,21.0,62204.93,115.26,Managed client-server access,East Benjaminville,Female,Barbados,2016-03-18 17:35:40
41.73,55.0,45716.48,196.83,Compatible systemic function,Port Beth,Male,Ukraine,2016-07-05 22:33:48
76.44,28.0,45716.48,196.83,Compatible systemic function,Adamside,Female,Montserrat,2016-02-03 23:47:56
72.6,34.0,40243.82,221.53,Vision-oriented methodical support,Robertsonburgh,Male,Cambodia,2016-03-28 19:48:37
55.39,33.0,56435.6,210.53,Reactive impactful challenge,Richardshire,Female,Hungary,2016-03-07 22:32:15
81.45,46.0,61067.58,132.38,Horizontal heuristic support,Port James,Male,Barbados,2016-06-16 02:01:24
72.03,34.0,70232.95,192.93,Phased dynamic customer loyalty,Birdshire,Female,Cyprus,2016-05-05 09:28:36
38.65,36.0,79332.33,136.64,Expanded radical software,South Corey,Male,Saint Helena,2016-04-28 22:54:37
56.56,25.0,63102.19,119.3,Ameliorated actuating workforce,Hallfort,Female,Czech Republic,2016-02-16 18:21:36
68.95,32.0,60188.38,229.88,Optimized coherent Internet solution,New Denisebury,Male,Pakistan,2016-04-28 22:54:37
79.97,52.0,27073.27,176.7,Enhanced optimizing website,New Teresa,Male,Cayman Islands,2016-01-25 07:39:41
41.73,47.0,42362.49,141.89,Monitored real-time superstructure,Andersonchester,Male,Netherlands Antilles,2016-02-06 17:48:28
75.55,36.0,57846.68,202.25,Expanded radical software,Garciaside,Female,Netherlands Antilles,2016-04-28 22:54:37
41.73,42.0,59419.78,123.28,Cross-group human-resource time-frame,Port Beth,Male,Faroe Islands,2016-07-05 22:33:48
37.0,31.0,27073.27,238.1,Extended local methodology,Smithside,Male,France,2016-05-27 05:23:26
55.39,24.0,64008.55,195.69,Profit-focused secondary portal,Perezland,Female,Bahamas,2016-06-24 21:09:58
42.44,26.0,43881.73,218.49,Universal incremental array,Adamside,Female,Bolivia,2016-07-07 23:32:38
84.0,31.0,60465.72,212.67,Extended local methodology,Pamelamouth,Male,French Southern Territories,2016-05-27 05:23:26
41.73,52.0,27073.27,176.7,Enhanced optimizing website,Lake Michellebury,Male,Cayman Islands,2016-03-21 11:02:49
81.56,43.0,79332.33,196.71,Re-engineered non-volatile neural-net,New Sheila,Male,Kuwait,2016-06-20 02:25:12
39.85,34.0,46737.34,122.31,Vision-oriented methodical support,New Teresa,Male,France,2016-02-16 07:37:28
72.03,31.0,60575.99,228.78,Focused multi-state workforce,East Debraborough,Female,Hong Kong,2016-04-06 11:24:21
67.69,45.0,51869.87,118.16,Polarized 5thgeneration matrix,Hughesport,Female,Ethiopia,2016-04-25 07:30:21
37.65,32.0,51013.37,113.8,Optimized coherent Internet solution,New Denisebury,Male,Grenada,2016-04-28 22:54:37
78.76,51.0,40182.84,176.7,Horizontal high-level concept,Evansville,Male,Tanzania,2016-03-07 20:02:51
55.6,46.0,53185.34,252.77,Versatile 6thgeneration parallelism,West Shannon,Male,Burundi,2016-01-05 16:26:44
54.37,31.0,66269.49,223.28,Fully-configurable incremental Graphical User Interface,Davieshaven,Female,Hong Kong,2016-04-16 08:36:08
78.76,30.0,60372.64,166.86,Integrated 3rdgeneration monitoring,New Tyler,Female,Bolivia,2016-02-04 03:10:17
55.39,52.0,27073.27,176.7,Assimilated next generation firmware,North Elizabeth,Male,Cayman Islands,2016-01-25 07:39:41
66.17,30.0,55336.18,198.45,Focused high-level frame,Dayton,Male,Bulgaria,2016-04-29 07:49:01
79.57,33.0,38645.4,210.53,Versatile next generation pricing structure,North Tracyport,Male,Saint Lucia,2016-03-27 08:32:37
78.74,37.0,71455.62,230.78,Quality-focused hybrid frame,Hayesmouth,Female,Marshall Islands,2016-02-07 07:41:06
56.91,36.0,57846.68,150.77,Up-sized tertiary contingency,Millerfort,Female,Svalbard & Jan Mayen Islands,2016-04-05 18:02:49
35.0,40.0,62204.93,186.37,Optimized static archive,West Roytown,Male,Togo,2016-06-03 21:43:21
56.91,29.0,66574.0,166.86,Reduced holistic help-desk,West Shaun,Male,Kuwait,2016-07-15 15:43:36
41.73,28.0,45716.48,141.89,Synchronized human-resource moderator,West Joseph,Male,Liberia,2016-02-03 23:47:56
37.0,31.0,69874.18,212.67,Extended local methodology,Port Melissastad,Male,Hong Kong,2016-05-27 05:23:26
59.51,46.0,77871.75,123.24,Advanced full-range migration,Port Jasmine,Female,Barbados,2016-06-19 09:24:35
39.47,31.0,66269.49,223.28,Compatible systemic function,Davieshaven,Female,Svalbard & Jan Mayen Islands,2016-04-06 11:24:21
46.28,58.0,58920.44,183.85,Enterprise-wide tangible model,Port Jennifer,Female,Australia,2016-03-25 15:17:39
79.97,44.0,37345.34,200.28,Proactive interactive service-desk,Rhondaborough,Female,Bahamas,2016-06-17 09:58:46
70.09,39.0,54725.87,133.2,Automated full-range Internet solution,Port James,Male,Cambodia,2016-03-15 14:06:17
32.99,45.0,48206.04,202.34,Intuitive explicit firmware,Jeremyshire,Male,Switzerland,2016-03-15 14:33:12
60.23,31.0,27073.27,238.1,Universal incremental array,Lake Cassandraport,Male,Bhutan,2016-05-30 21:22:22
67.69,39.0,46239.14,138.87,Centralized neutral neural-net,Colebury,Female,Papua New Guinea,2016-02-08 22:45:26
84.0,40.0,62204.93,186.37,Managed impactful definition,Bakerhaven,Male,Senegal,2016-01-22 12:58:14
34.3,36.0,57846.68,142.23,Centralized asynchronous portal,West Ericfurt,Female,Svalbard & Jan Mayen Islands,2016-04-28 22:54:37
37.0,40.0,46473.14,151.12,Upgradable even-keeled challenge,Roberttown,Male,Luxembourg,2016-03-21 11:02:49
60.7,28.0,45716.48,196.83,Compatible systemic function,Lake Adrian,Female,Poland,2016-01-06 13:20:01
66.99,30.0,70547.16,136.4,Expanded clear-thinking core,New Tyler,Female,Bolivia,2016-02-04 03:10:17
66.99,30.0,70547.16,136.4,User-centric composite contingency,New Tyler,Female,Bolivia,2016-02-04 03:10:17
41.73,44.0,53575.48,182.2,Extended systemic policy,Port Joshuafort,Male,Netherlands Antilles,2016-06-17 09:58:46
70.09,40.0,39809.69,134.6,Ameliorated contextually-based collaboration,Bakerhaven,Male,Senegal,2016-01-02 14:36:03
42.44,41.0,25739.09,109.34,Organic next generation matrix,Loriville,Male,Faroe Islands,2016-06-16 18:04:51
39.85,41.0,27262.51,109.34,Focused high-level conglomeration,Alvaradoport,Male,Faroe Islands,2016-06-16 18:04:51
39.85,26.0,42136.33,238.1,Open-source global strategy,Jonathanland,Male,Zimbabwe,2016-04-18 03:41:56
46.28,26.0,53852.85,182.65,Expanded clear-thinking core,Charlottefort,Female,Zimbabwe,2016-03-14 06:46:14
88.89,50.0,59550.05,127.2,Enterprise-wide foreground emulation,Murphymouth,Female,Barbados,2016-01-30 04:38:41
79.91,32.0,54806.18,113.8,Up-sized next generation architecture,New Denisebury,Female,Netherlands Antilles,2016-07-06 23:09:07
44.11,51.0,28357.27,183.85,Extended interactive model,New Karenberg,Female,Guatemala,2016-01-09 17:33:03
49.95,29.0,60575.99,166.86,Integrated grid-enabled budgetary management,Johnstonmouth,Female,Hong Kong,2016-04-07 03:56:16
42.44,38.0,36497.22,154.75,Switchable 3rdgeneration hub,Ramirezton,Female,Cyprus,2016-02-03 23:47:56
65.65,27.0,48761.14,191.14,Ameliorated user-facing help-desk,Edwardsmouth,Male,Tokelau,2016-02-04 02:13:52
77.88,39.0,76560.59,222.11,Automated full-range Internet solution,Hayesmouth,Female,Samoa,2016-03-18 17:35:40
90.97,34.0,58909.36,122.31,Centralized 24/7 installation,East Benjaminville,Female,China,2016-04-06 05:55:43
53.63,54.0,28186.65,113.12,Horizontal heuristic synergy,Lake Elizabethside,Female,Guatemala,2016-04-27 04:28:17
77.05,52.0,23942.61,167.86,Advanced full-range migration,East Yvonnechester,Female,Liberia,2016-02-28 03:34:35
41.49,34.0,77220.42,122.31,Vision-oriented methodical support,Lake Craigview,Male,Bahrain,2016-02-01 17:24:57
58.6,50.0,51869.87,175.37,Enterprise-wide foreground emulation,Kentmouth,Female,Equatorial Guinea,2016-04-05 05:54:15
55.6,23.0,40135.06,238.63,Polarized 6thgeneration info-mediaries,West Shaun,Male,Kuwait,2016-01-05 16:26:44
86.06,32.0,67430.96,198.45,Optimized coherent Internet solution,New Denisebury,Male,Greece,2016-03-30 20:23:48
41.49,22.0,46780.09,217.37,Grass-roots cohesive monitoring,Blairville,Female,Cote d'Ivoire,2016-03-25 15:17:39
44.11,34.0,39939.39,122.31,Versatile scalable encryption,Jeremyshire,Male,Switzerland,2016-06-15 05:30:13
73.1,45.0,29359.2,193.58,Networked client-server solution,Joshuaburgh,Male,Spain,2016-05-05 11:07:13
50.08,40.0,64147.86,208.23,Seamless intangible secured line,West Roytown,Female,Bahamas,2016-04-27 04:28:17
55.39,27.0,48761.14,191.14,Cloned optimal leverage,Edwardsmouth,Male,France,2016-02-04 02:13:52
60.7,34.0,70232.95,167.42,De-engineered mobile infrastructure,Lake Jasonchester,Female,Bahamas,2016-05-08 12:08:26
70.2,52.0,53575.48,176.7,De-engineered mobile infrastructure,Bradleyburgh,Female,Bulgaria,2016-06-20 09:35:02
77.44,31.0,48761.14,203.84,Cloned optimal leverage,Port Kathleenfort,Male,Hong Kong,2016-02-04 02:13:52
53.14,24.0,46179.97,204.79,Front-line multi-state hub,Kennedyfurt,Male,Moldova,2016-04-29 18:53:43
46.28,25.0,70783.94,191.82,Upgradable heuristic system engine,Erikville,Male,Finland,2016-03-23 21:06:51
51.95,52.0,53575.48,172.83,Proactive interactive service-desk,East Heatherside,Female,Bulgaria,2016-06-20 08:22:09
40.19,49.0,42993.48,218.61,Configurable interactive contingency,Yangside,Male,Venezuela,2016-04-10 00:13:47
83.66,41.0,25739.09,109.34,Enterprise-wide tangible model,Lopezberg,Male,Faroe Islands,2016-03-06 23:26:44
67.76,52.0,27073.27,176.7,Exclusive disintermediate Internet solution,West Rhondamouth,Male,Turkmenistan,2016-04-13 13:04:47
37.0,31.0,70495.64,212.67,Extended local methodology,Pamelamouth,Male,Timor-Leste,2016-05-27 05:23:26
44.72,35.0,41768.13,127.2,Exclusive multi-state Internet solution,Perryburgh,Female,Taiwan,2016-04-26 21:45:50
87.3,38.0,48206.04,202.25,Synchronized multi-tasking ability,New Johnberg,Male,Jamaica,2016-01-07 23:02:43
79.97,28.0,45716.48,172.81,Compatible systemic function,New Darlene,Female,Poland,2016-02-03 23:47:56
37.0,31.0,52340.1,212.67,Automated multi-state toolset,Odomville,Male,France,2016-05-27 05:23:26
55.39,33.0,56435.6,210.53,Reactive impactful challenge,East Christopherbury,Female,Samoa,2016-04-17 15:46:03
37.65,32.0,53700.57,108.18,Up-sized next generation architecture,New Denisebury,Female,Netherlands Antilles,2016-07-06 23:09:07
44.11,25.0,57877.15,214.42,Upgradable heuristic system engine,Erikville,Male,Marshall Islands,2016-02-16 18:21:36
56.91,50.0,65791.17,221.18,Enterprise-wide foreground emulation,Lake Lisa,Male,Guam,2016-03-28 19:48:37
51.95,40.0,62204.93,131.55,Managed impactful definition,Bakerhaven,Male,Bolivia,2016-01-22 12:58:14
66.4,34.0,50038.65,233.36,De-engineered mobile infrastructure,Lake Jasonchester,Female,Jersey,2016-06-29 07:20:46
55.39,27.0,38427.66,209.25,Upgradable even-keeled challenge,Hannahside,Male,Macedonia,2016-04-17 06:58:18
60.7,35.0,23942.61,140.95,Reactive impactful challenge,Port Maria,Female,Micronesia,2016-04-24 01:48:21
51.38,44.0,60812.77,200.28,Secured clear-thinking middleware,Rhondaborough,Female,Fiji,2016-04-25 07:30:21
42.44,23.0,31072.44,151.95,Front-line multi-state hub,Contrerasshire,Female,Singapore,2016-03-18 17:35:40
75.55,36.0,79332.33,194.56,Optimized intermediate help-desk,South Corey,Male,Saint Helena,2016-07-11 13:23:37
44.11,41.0,57877.15,108.1,Managed well-modulated collaboration,Perezland,Female,Austria,2016-01-05 20:58:42
72.03,31.0,55002.05,158.8,Cloned optimal leverage,Port Kathleenfort,Male,Hong Kong,2016-06-07 01:29:06
84.0,40.0,39809.69,151.12,Ameliorated contextually-based collaboration,Bakerhaven,Male,Bolivia,2016-06-09 21:43:05
62.26,38.0,63336.85,121.24,Assimilated next generation firmware,East Lindsey,Male,Cote d'Ivoire,2016-02-03 07:59:16
79.54,34.0,48206.04,122.31,Vision-oriented methodical support,Jeremyshire,Male,Switzerland,2016-01-05 00:02:53
52.17,34.0,50038.65,229.88,Horizontal high-level concept,New Denisebury,Female,Netherlands Antilles,2016-04-18 00:49:33
76.44,42.0,48467.68,228.76,Public-key disintermediate emulation,East Heatherside,Female,Christmas Island,2016-07-05 22:33:48
46.28,58.0,53012.94,183.85,Extended interactive model,Melissachester,Female,Australia,2016-05-10 04:28:55
56.3,54.0,61142.33,168.29,Extended interactive model,Port Joshuafort,Female,Czech Republic,2016-07-23 05:21:39
60.7,54.0,62060.11,200.28,Proactive local focus group,Perezland,Female,Czech Republic,2016-04-27 04:28:17
38.65,29.0,72209.99,238.63,Centralized systematic knowledgebase,West Shannon,Male,South Africa,2016-03-15 14:06:17
52.68,35.0,39699.13,267.01,Seamless cohesive conglomeration,North Kennethside,Female,Maldives,2016-05-20 00:00:48
79.91,30.0,57594.7,136.4,Sharable grid-enabled matrix,Michaelmouth,Male,Cameroon,2016-05-07 08:39:47
56.2,31.0,43881.73,246.29,User-centric solution-oriented emulation,Davieshaven,Female,Cambodia,2016-04-16 08:36:08
39.25,39.0,36752.24,169.1,Business-focused value-added definition,Jacobstad,Female,Bahamas,2016-01-09 05:44:56
44.11,25.0,57877.15,214.42,Upgradable heuristic system engine,Nelsonfurt,Male,Marshall Islands,2016-02-07 07:41:06
75.84,31.0,27073.27,212.67,Universal incremental array,Pamelamouth,Male,Finland,2016-05-27 05:23:26
55.6,30.0,43299.63,162.05,Stand-alone national attitude,West David,Male,United States Minor Outlying Islands,2016-04-18 09:33:42
76.02,50.0,76560.59,175.37,Enterprise-wide foreground emulation,East Benjaminville,Female,Czech Republic,2016-03-18 17:35:40
82.52,32.0,60188.38,229.88,Optimized coherent Internet solution,New Tammy,Male,Grenada,2016-05-28 12:20:15
46.28,34.0,54324.73,221.53,Vision-oriented methodical support,East Benjaminville,Male,Bosnia and Herzegovina,2016-07-09 14:55:36
80.87,43.0,72209.99,159.05,Focused fresh-thinking Graphic Interface,West David,Male,France,2016-06-01 03:17:50
68.18,33.0,39699.13,210.53,Optimized coherent Internet solution,New Tammy,Male,Senegal,2016-05-20 00:00:48
75.55,33.0,48826.14,230.36,Optimized coherent Internet solution,New Tammy,Male,Saint Lucia,2016-06-19 23:21:38
77.88,36.0,57846.68,202.25,Expanded radical software,Garciaside,Female,Svalbard & Jan Mayen Islands,2016-04-28 22:54:37
38.65,45.0,59550.05,108.18,Polarized 5thgeneration matrix,North Andrew,Female,Ethiopia,2016-05-05 11:09:29
78.79,32.0,60188.38,198.45,Optimized coherent Internet solution,New Denisebury,Male,Turkmenistan,2016-07-06 23:09:07
